begintrip_at,begintrip_lat,begintrip_lng,dropoff_lat,dropoff_lng,uid
2015-02-19_06:13:59,36.1559,-86.7312,36.1636,-86.7423,ece
2015-02-20_17:39:11,36.185,-86.6786,36.1696,-86.6997,f62
2015-02-28_03:45:33,36.1649,-86.7402,36.1776,-86.698,57e
2015-02-09_12:58:55,36.1536,-86.7361,36.1678,-86.7544,2b6
2015-02-02_20:57:23,36.1682,-86.7539,36.1601,-86.7678,244
2015-02-01_08:22:29,36.1793,-86.6866,36.1637,-86.7023,88c
2015-02-17_14:29:13,36.1642,-86.6601,36.1763,-86.6526,afc
2015-02-21_16:08:54,36.1666,-86.7097,36.1625,-86.737,7f8
2015-02-28_01:22:02,36.1809,-86.6755,36.181,-86.6803,1a6
2015-02-07_06:04:08,36.2013,-86.7008,36.1528,-86.664,986
2015-02-10_16:39:54,36.1831,-86.6608,36.179,-86.668,c98
2015-02-18_19:23:11,36.1667,-86.7469,36.1736,-86.7524,3d6
2015-02-17_00:12:22,36.1675,-86.6859,36.1761,-86.6771,656
2015-02-20_04:16:05,36.1648,-86.74,36.1537,-86.68,586
2015-02-08_07:06:07,36.1683,-86.7519,36.1599,-86.6723,69a
2015-02-21_04:13:31,36.1526,-86.663,36.1763,-86.7327,154
2015-02-21_05:55:14,36.1924,-86.7082,36.1639,-86.7728,684
2015-02-08_03:04:03,36.1685,-86.7489,36.1842,-86.6675,308
2015-02-03_17:33:28,36.1758,-86.6692,36.1635,-86.7419,0d2
2015-02-28_23:47:07,36.1606,-86.7013,36.1605,-86.7557,b26
2015-02-25_10:36:34,36.17,-86.6905,36.1867,-86.6753,364
2015-02-16_04:31:38,36.1489,-86.7289,36.1795,-86.675,0fe
2015-02-22_19:42:33,36.1555,-86.7192,36.17,-86.7456,456
2015-02-09_13:55:47,36.1786,-86.7276,36.1681,-86.7483,b7e
2015-02-08_05:07:29,36.1559,-86.731,36.1638,-86.7002,1ca
2015-02-12_03:04:59,36.1671,-86.7519,36.1696,-86.7445,f20
2015-02-28_06:13:18,36.18,-86.6745,36.1516,-86.674,882
2015-02-28_19:38:13,36.1646,-86.7758,36.1559,-86.7345,e7e
2015-02-01_23:54:40,36.1811,-86.6783,36.1797,-86.7786,190
2015-02-13_02:09:28,36.1671,-86.7036,36.1559,-86.7272,a7e
2015-02-07_05:59:20,36.1697,-86.7483,36.1668,-86.7437,c04
2015-02-02_01:08:51,36.1844,-86.6782,36.1657,-86.7555,fa8
2015-02-19_21:08:53,36.1772,-86.6782,36.1675,-86.6859,972
2015-02-11_17:32:59,36.1716,-86.7285,36.1708,-86.7453,386
2015-02-04_13:24:13,36.1772,-86.7764,36.1666,-86.7028,33c
2015-02-15_03:21:40,36.1617,-86.7591,36.1548,-86.7344,a20
2015-02-07_16:47:37,36.1697,-86.669,36.1723,-86.693,bb4
2015-02-07_02:19:44,36.1652,-86.7024,36.176,-86.6772,9fc
2015-02-27_13:54:27,36.162,-86.7108,36.1814,-86.7206,dfc
2015-02-28_02:32:05,36.1733,-86.7418,36.1806,-86.7599,a36
2015-02-01_00:32:30,36.1684,-86.7534,36.1792,-86.6818,ade
2015-02-06_19:07:33,36.16,-86.6663,36.1698,-86.6949,792
2015-02-27_02:30:23,36.1559,-86.7346,36.154,-86.7079,22e
2015-02-24_00:13:25,36.1893,-86.6723,36.155,-86.7127,a6c
2015-02-12_22:27:22,36.1565,-86.7348,36.157,-86.6985,e14
2015-02-21_23:27:10,36.1674,-86.7028,36.1803,-86.6833,43e
2015-02-23_00:59:57,36.178,-86.6737,36.1724,-86.6915,3e2
2015-02-24_06:02:47,36.1643,-86.6993,36.1675,-86.6836,eca
2015-02-09_23:00:46,36.1709,-86.6773,36.1696,-86.6827,152
2015-02-21_08:14:03,36.1655,-86.699,36.1602,-86.7019,b62
2015-02-05_23:27:01,36.188,-86.7126,36.1553,-86.7205,d3a
2015-02-13_12:08:17,36.18,-86.6619,36.1711,-86.6954,864
2015-02-21_03:24:04,36.17,-86.702,36.1725,-86.693,53e
2015-02-16_22:06:09,36.1601,-86.755,36.1772,-86.696,dd0
2015-02-20_22:27:03,36.1637,-86.7419,36.1765,-86.7574,29c
2015-02-21_00:09:08,36.1656,-86.7083,36.1713,-86.7456,2d0
2015-02-15_01:56:25,36.1545,-86.714,36.1536,-86.7289,20c
2015-02-08_14:55:52,36.1821,-86.7663,36.1724,-86.7612,028
2015-02-03_07:29:00,36.1968,-86.6783,36.1796,-86.7787,190
2015-02-11_04:48:01,36.1699,-86.7461,36.1637,-86.7245,186
2015-02-20_03:59:52,36.1851,-86.6716,36.1835,-86.6491,c14
2015-02-24_12:19:16,36.1848,-86.6921,36.1855,-86.6697,af2
2015-02-13_06:27:58,36.1559,-86.731,36.1515,-86.7198,b1c
2015-02-07_00:04:47,36.1822,-86.7599,36.1689,-86.7526,55e
2015-02-17_23:22:26,36.1656,-86.7542,36.1766,-86.6813,8fe
2015-02-07_07:13:52,36.1557,-86.7253,36.1655,-86.6979,ce0
2015-02-15_07:22:31,36.1765,-86.7332,36.1925,-86.6661,81a
2015-02-28_02:06:00,36.176,-86.6783,36.1723,-86.6915,6b2
2015-02-11_12:41:33,36.1566,-86.76,36.1558,-86.7327,3de
2015-02-22_02:09:06,36.1765,-86.6755,36.1718,-86.6931,39c
2015-02-10_23:54:44,36.1822,-86.7599,36.1675,-86.7522,55e
2015-02-21_02:03:16,36.1777,-86.6866,36.1672,-86.6837,f02
2015-02-09_18:26:25,36.1731,-86.6824,36.1698,-86.6888,d92
2015-02-24_15:17:50,36.181,-86.6797,36.1701,-86.6899,0d2
2015-02-07_05:46:56,36.1756,-86.7339,36.1638,-86.7062,2c6
2015-02-22_02:25:00,36.1701,-86.7454,36.1538,-86.6813,bd0
2015-02-02_21:35:35,36.1586,-86.6992,36.1746,-86.6959,dc8
2015-02-11_02:32:52,36.1699,-86.746,36.1807,-86.6799,36e
2015-02-23_23:47:44,36.1636,-86.742,36.1592,-86.7624,8dc
2015-02-25_05:10:48,36.1804,-86.7438,36.1803,-86.7439,6a8
2015-02-27_23:42:42,36.1781,-86.6919,36.1892,-86.6872,4b6
2015-02-15_18:21:49,36.1793,-86.7312,36.1649,-86.7401,5ea
2015-02-22_00:32:32,36.1723,-86.6867,36.1642,-86.6992,0be
2015-02-12_01:33:45,36.1678,-86.7023,36.166,-86.7539,6b8
2015-02-24_16:20:54,36.1667,-86.6601,36.1676,-86.6856,9a4
2015-02-25_14:14:35,36.1738,-86.6909,36.1669,-86.689,3b8
2015-02-15_21:51:58,36.1646,-86.6984,36.1829,-86.672,608
2015-02-24_23:07:12,36.1887,-86.7121,36.1722,-86.6931,cc2
2015-02-01_23:14:08,36.1678,-86.6832,36.1774,-86.6854,30c
2015-02-23_10:44:47,36.1726,-86.7735,36.1561,-86.7379,970
2015-02-16_03:27:36,36.1741,-86.6759,36.1598,-86.701,ab2
2015-02-12_22:44:56,36.1668,-86.7569,36.1691,-86.7529,934
2015-02-03_21:23:37,36.1708,-86.6935,36.1709,-86.6936,488
2015-02-15_07:13:19,36.1758,-86.7345,36.1786,-86.7401,7bc
2015-02-25_16:31:36,36.1764,-86.6722,36.1676,-86.6856,574
2015-02-20_03:32:37,36.1651,-86.6982,36.1738,-86.6975,1ac
2015-02-26_20:16:53,36.176,-86.6777,36.1625,-86.6643,d76
2015-02-04_01:44:49,36.1767,-86.7312,36.181,-86.713,ae6
2015-02-27_14:19:24,36.1593,-86.671,36.1608,-86.7167,78c
2015-02-28_01:27:49,36.1738,-86.7528,36.1822,-86.6676,c66
2015-02-12_14:13:20,36.1791,-86.6511,36.1675,-86.6859,b82
2015-02-15_00:13:29,36.1551,-86.7172,36.1901,-86.7106,b96
2015-02-28_01:31:36,36.1848,-86.6767,36.1762,-86.677,430
2015-02-19_18:30:42,36.1786,-86.7314,36.1866,-86.7145,438
2015-02-03_02:18:36,36.1757,-86.7329,36.1789,-86.7397,370
2015-02-14_17:05:23,36.1646,-86.6971,36.1745,-86.7343,5c8
2015-02-12_00:42:43,36.1692,-86.7529,36.1692,-86.7528,432
2015-02-20_20:09:58,36.1684,-86.7464,36.1783,-86.6676,542
2015-02-14_03:22:09,36.1685,-86.7532,36.1575,-86.7582,cde
2015-02-25_01:44:03,36.1695,-86.7469,36.1804,-86.6742,d7a
2015-02-07_05:57:21,36.1561,-86.731,36.1659,-86.7017,d4e
2015-02-22_17:26:03,36.1756,-86.6789,36.1489,-86.7081,3a8
2015-02-07_04:28:38,36.1594,-86.6669,36.156,-86.7325,fc0
2015-02-06_21:24:59,36.1645,-86.7472,36.1792,-86.7312,f02
2015-02-01_03:50:09,36.1786,-86.6683,36.1939,-86.7061,f5c
2015-02-22_00:12:08,36.1649,-86.7394,36.1706,-86.7452,bfe
2015-02-14_09:10:12,36.1687,-86.7461,36.1814,-86.6723,fea
2015-02-01_06:49:49,36.1548,-86.732,36.1502,-86.7267,ffe
2015-02-09_21:48:29,36.1673,-86.7552,36.1539,-86.7363,2b6
2015-02-14_03:02:45,36.1802,-86.6742,36.1757,-86.6749,b16
2015-02-07_00:47:24,36.1841,-86.6735,36.1603,-86.7555,6cc
2015-02-02_14:23:50,36.1592,-86.6711,36.17,-86.6888,78c
2015-02-22_21:57:03,36.1741,-86.736,36.1663,-86.7349,86a
2015-02-13_15:44:26,36.1513,-86.7268,36.1557,-86.718,c58
2015-02-08_03:35:26,36.1905,-86.7017,36.1765,-86.7333,756
2015-02-21_04:49:31,36.1669,-86.7438,36.1626,-86.7375,df8
2015-02-07_03:27:34,36.1678,-86.7507,36.1815,-86.685,e38
2015-02-08_00:33:27,36.1868,-86.6955,36.1689,-86.7506,ac2
2015-02-16_01:49:41,36.1673,-86.691,36.1778,-86.6762,c5e
2015-02-12_06:33:37,36.156,-86.7353,36.1759,-86.6793,108
2015-02-14_20:38:59,36.1481,-86.7644,36.1559,-86.735,034
2015-02-06_01:01:23,36.1824,-86.6782,36.1955,-86.6696,358
2015-02-21_04:33:31,36.1767,-86.6959,36.1677,-86.7031,55e
2015-02-13_06:01:26,36.1627,-86.7027,36.1685,-86.7009,050
2015-02-27_02:43:18,36.1603,-86.7554,36.1783,-86.6902,60a
2015-02-17_04:54:58,36.1729,-86.6943,36.1695,-86.6828,8a4
2015-02-21_09:05:18,36.1718,-86.6924,36.1707,-86.6732,ef8
2015-02-22_04:59:44,36.1559,-86.7402,36.1488,-86.7337,662
2015-02-26_02:04:56,36.167,-86.7005,36.1721,-86.672,f36
2015-02-21_02:55:56,36.1681,-86.6822,36.1714,-86.763,43a
2015-02-12_15:51:11,36.1701,-86.6899,36.1762,-86.677,8c6
2015-02-22_02:24:27,36.1582,-86.7258,36.1664,-86.7349,d78
2015-02-15_19:49:18,36.1777,-86.6963,36.1802,-86.6741,800
2015-02-14_06:57:15,36.1679,-86.6831,36.1774,-86.6855,fc4
2015-02-08_07:01:17,36.165,-86.7433,36.163,-86.7707,aec
2015-02-04_13:44:37,36.1657,-86.7002,36.1683,-86.6985,cda
2015-02-23_03:03:30,36.173,-86.7658,36.1556,-86.722,d7a
2015-02-04_06:29:37,36.156,-86.7315,36.1635,-86.742,6ee
2015-02-18_23:57:18,36.1643,-86.6638,36.1814,-86.6661,088
2015-02-20_06:50:57,36.1734,-86.6901,36.1735,-86.6902,dbe
2015-02-01_04:51:31,36.1833,-86.6888,36.176,-86.6773,b0c
2015-02-07_20:42:49,36.165,-86.7728,36.1688,-86.7078,e14
2015-02-13_04:01:19,36.1558,-86.7115,36.165,-86.7004,e86
2015-02-20_14:37:19,36.1858,-86.6973,36.1797,-86.7299,888
2015-02-21_01:23:50,36.1654,-86.7487,36.1656,-86.7421,e02
2015-02-14_05:32:09,36.1673,-86.7029,36.1806,-86.674,cb8
2015-02-25_15:21:09,36.1796,-86.6808,36.1711,-86.6938,bb8
2015-02-06_23:26:38,36.167,-86.7884,36.1527,-86.7618,6ba
2015-02-25_04:06:40,36.1707,-86.7072,36.1658,-86.6976,6f0
2015-02-28_02:12:50,36.1697,-86.7015,36.1903,-86.7108,f9a
2015-02-09_23:04:35,36.1636,-86.7421,36.155,-86.7289,ece
2015-02-16_15:33:12,36.1694,-86.7526,36.1714,-86.7461,648
2015-02-09_16:18:31,36.1763,-86.758,36.1663,-86.7507,8c0
2015-02-28_06:45:50,36.156,-86.7326,36.1664,-86.7348,900
2015-02-05_12:37:35,36.1858,-86.6972,36.1755,-86.7651,81c
2015-02-13_14:01:00,36.1692,-86.7529,36.1694,-86.6908,764
2015-02-16_00:38:34,36.1545,-86.7255,36.16,-86.7546,e72
2015-02-12_21:53:29,36.1689,-86.7558,36.1853,-86.6937,8c2
2015-02-26_00:07:40,36.167,-86.7467,36.1763,-86.6773,302
2015-02-06_01:23:01,36.1929,-86.7069,36.1784,-86.6998,c24
2015-02-24_02:48:57,36.173,-86.685,36.1799,-86.6762,c20
2015-02-01_21:26:33,36.1653,-86.6968,36.1755,-86.6754,60a
2015-02-28_08:26:34,36.169,-86.746,36.186,-86.6829,306
2015-02-18_18:23:50,36.1584,-86.6643,36.1696,-86.6884,ca2
2015-02-21_21:26:24,36.1549,-86.715,36.1616,-86.7381,fc6
2015-02-14_21:41:22,36.1763,-86.6875,36.1881,-86.7126,2ba
2015-02-28_07:48:55,36.1561,-86.7374,36.1501,-86.7104,09a
2015-02-03_14:59:39,36.1534,-86.732,36.1649,-86.7721,90c
2015-02-14_06:53:06,36.1607,-86.7563,36.1616,-86.7092,42e
2015-02-25_18:44:46,36.1723,-86.6929,36.17,-86.6867,7d8
2015-02-06_20:52:13,36.1602,-86.6994,36.1827,-86.6762,3f4
2015-02-01_05:26:28,36.1811,-86.6677,36.1763,-86.7337,dcc
2015-02-14_22:53:31,36.1611,-86.7569,36.1541,-86.708,8c4
2015-02-04_22:28:56,36.1926,-86.7927,36.1731,-86.7734,b84
2015-02-21_01:48:26,36.1826,-86.6676,36.1596,-86.7004,9ae
2015-02-14_05:53:15,36.17,-86.7436,36.1779,-86.6871,e5a
2015-02-12_23:04:20,36.1662,-86.7347,36.1676,-86.6982,fbe
2015-02-13_10:33:32,36.1625,-86.7368,36.17,-86.7449,8a8
2015-02-07_15:05:39,36.1585,-86.6646,36.1595,-86.7111,0e4
2015-02-14_03:38:07,36.1691,-86.7026,36.1625,-86.6982,1c2
2015-02-03_01:11:08,36.1818,-86.6677,36.1795,-86.6986,b6e
2015-02-07_22:42:50,36.1775,-86.6783,36.1663,-86.7408,7de
2015-02-01_23:06:53,36.1693,-86.6991,36.1771,-86.6976,eec
2015-02-21_06:18:26,36.1624,-86.7015,36.1511,-86.6872,0ac
2015-02-19_04:26:15,36.1678,-86.6833,36.1624,-86.6649,ef2
2015-02-06_04:37:14,36.1817,-86.7554,36.1522,-86.6721,a74
2015-02-21_02:50:19,36.1714,-86.7503,36.1725,-86.7734,dde
2015-02-22_05:55:29,36.1722,-86.6989,36.1708,-86.7075,514
2015-02-24_16:53:47,36.1682,-86.6986,36.1777,-86.6867,cb6
2015-02-08_06:45:21,36.1519,-86.7217,36.1626,-86.7374,82e
2015-02-01_20:07:42,36.1778,-86.6867,36.1736,-86.6917,e1c
2015-02-19_17:13:15,36.1746,-86.7349,36.1547,-86.7288,9be
2015-02-06_08:17:55,36.1681,-86.7018,36.1832,-86.6833,7f2
2015-02-14_05:08:41,36.1781,-86.6984,36.1652,-86.6968,abe
2015-02-15_23:44:16,36.18,-86.6618,36.1754,-86.642,864
2015-02-25_11:56:28,36.1488,-86.7161,36.1724,-86.7734,604
2015-02-16_13:56:44,36.19,-86.6883,36.1944,-86.6692,496
2015-02-05_17:34:01,36.1686,-86.7465,36.183,-86.6937,fe0
2015-02-21_07:50:16,36.1807,-86.6678,36.1644,-86.6972,4cc
2015-02-20_02:38:43,36.1789,-86.6917,36.1762,-86.6783,7a6
2015-02-13_20:31:44,36.1671,-86.7037,36.1774,-86.6856,6b4
2015-02-03_19:19:53,36.1634,-86.7069,36.1972,-86.7862,80c
2015-02-12_16:57:07,36.1592,-86.6643,36.1672,-86.6985,23c
2015-02-14_15:52:59,36.162,-86.7112,36.1717,-86.7061,0fa
2015-02-01_07:09:08,36.1559,-86.7353,36.1559,-86.7353,c18
2015-02-08_00:17:02,36.181,-86.6568,36.1644,-86.6602,e32
2015-02-20_11:17:13,36.1962,-86.7083,36.1831,-86.6742,db8
2015-02-14_00:36:17,36.155,-86.7282,36.155,-86.7118,320
2015-02-15_07:00:19,36.1559,-86.7312,36.1628,-86.7372,752
2015-02-14_23:51:35,36.1762,-86.6768,36.1722,-86.694,cb0
2015-02-01_04:04:34,36.1723,-86.7735,36.1784,-86.6752,d4c
2015-02-21_03:08:39,36.1632,-86.7129,36.1775,-86.6867,c32
2015-02-04_05:35:55,36.1553,-86.735,36.1551,-86.7288,a52
2015-02-27_02:41:37,36.1643,-86.6977,36.1558,-86.7115,838
2015-02-21_22:41:03,36.1511,-86.7625,36.1693,-86.7446,4a2
2015-02-08_14:37:49,36.1839,-86.673,36.1774,-86.7301,572
2015-02-28_02:48:40,36.1865,-86.696,36.198,-86.6713,9aa
2015-02-21_00:34:28,36.1629,-86.6966,36.1678,-86.7437,3a0
2015-02-13_18:33:03,36.169,-86.7019,36.1599,-86.7544,bec
2015-02-16_01:21:16,36.1678,-86.6832,36.1766,-86.7688,906
2015-02-21_17:23:15,36.1633,-86.7005,36.1774,-86.7295,fe2
2015-02-21_01:49:36,36.1534,-86.7335,36.1676,-86.7519,1ce
2015-02-07_03:34:10,36.1623,-86.7363,36.1683,-86.7233,2a8
2015-02-05_15:44:28,36.1632,-86.7128,36.1641,-86.7489,ff0
2015-02-13_01:02:29,36.1879,-86.7034,36.1742,-86.7356,86c
2015-02-01_18:13:10,36.1788,-86.6873,36.1716,-86.6977,670
2015-02-28_22:59:02,36.186,-86.6771,36.1699,-86.7509,be2
2015-02-11_09:50:12,36.1531,-86.718,36.1683,-86.7524,124
2015-02-25_11:38:50,36.1689,-86.755,36.1701,-86.7415,2cc
2015-02-13_23:23:48,36.1557,-86.7229,36.1534,-86.7326,d7a
2015-02-21_00:00:46,36.1774,-86.6855,36.1861,-86.6871,8e6
2015-02-25_14:00:44,36.179,-86.6755,36.1524,-86.7086,a66
2015-02-05_22:38:53,36.166,-86.747,36.1726,-86.7734,b3c
2015-02-14_23:54:12,36.1848,-86.6643,36.1809,-86.68,ee0
2015-02-09_23:35:23,36.1667,-86.6883,36.1724,-86.6958,3ce
2015-02-14_05:12:36,36.1527,-86.7106,36.1631,-86.7002,42e
2015-02-26_16:23:12,36.1785,-86.727,36.1809,-86.7517,fb0
2015-02-16_15:31:55,36.1788,-86.6973,36.1734,-86.686,5e0
2015-02-18_02:47:59,36.1809,-86.6741,36.1734,-86.6949,834
2015-02-04_23:48:47,36.1613,-86.6721,36.1691,-86.7481,546
2015-02-11_21:35:16,36.1499,-86.735,36.1648,-86.74,266
2015-02-20_21:06:48,36.1642,-86.671,36.1833,-86.6748,a08
2015-02-23_15:00:24,36.1663,-86.7348,36.1664,-86.704,736
2015-02-21_02:46:08,36.1721,-86.7465,36.1619,-86.709,d76
2015-02-04_15:01:35,36.1675,-86.7168,36.1692,-86.7113,a86
2015-02-19_22:26:26,36.1669,-86.7566,36.1676,-86.7489,128
2015-02-02_17:45:54,36.1817,-86.6767,36.1733,-86.7694,d36
2015-02-13_04:36:58,36.1689,-86.7013,36.175,-86.6976,2fa
2015-02-23_00:41:31,36.1549,-86.7151,36.1644,-86.698,21e
2015-02-05_03:57:58,36.17,-86.7429,36.1705,-86.687,128
2015-02-20_01:00:44,36.1823,-86.6783,36.1832,-86.6608,b28
2015-02-01_03:13:23,36.1558,-86.7263,36.1944,-86.6735,a48
2015-02-14_03:17:53,36.1555,-86.7221,36.1548,-86.7156,b4e
2015-02-19_14:18:36,36.1728,-86.7144,36.1748,-86.7553,500
2015-02-25_00:35:39,36.1674,-86.6859,36.1806,-86.6585,152
2015-02-01_23:10:25,36.1562,-86.7145,36.1559,-86.728,81c
2015-02-14_16:25:23,36.2019,-86.7843,36.1956,-86.6729,b9e
2015-02-27_23:46:09,36.1625,-86.6652,36.1706,-86.6869,08c
2015-02-22_07:33:25,36.1549,-86.7332,36.1674,-86.6804,62a
2015-02-12_15:23:16,36.1803,-86.6914,36.1703,-86.6872,94a
2015-02-24_20:06:51,36.1793,-86.6855,36.1769,-86.6713,a86
2015-02-23_17:12:54,36.1817,-86.6766,36.1639,-86.6764,f6c
2015-02-02_02:02:37,36.1605,-86.708,36.183,-86.7174,654
2015-02-07_05:35:34,36.1761,-86.6773,36.1815,-86.751,964
2015-02-15_01:40:05,36.1672,-86.7023,36.1558,-86.7114,db2
2015-02-08_05:02:32,36.1868,-86.6665,36.188,-86.6932,914
2015-02-07_22:44:47,36.18,-86.6822,36.1725,-86.7735,cc2
2015-02-16_14:01:18,36.1695,-86.7421,36.1651,-86.7558,d3e
2015-02-08_07:25:54,36.1558,-86.7263,36.1629,-86.6968,960
2015-02-13_00:44:14,36.1671,-86.7515,36.1549,-86.7339,03e
2015-02-07_04:34:16,36.1664,-86.7356,36.1804,-86.674,936
2015-02-14_04:36:49,36.1543,-86.7547,36.1557,-86.7375,f56
2015-02-10_00:24:07,36.1665,-86.7343,36.162,-86.6651,d78
2015-02-28_07:24:26,36.1823,-86.6921,36.1968,-86.6627,648
2015-02-01_05:27:38,36.1632,-86.7374,36.1786,-86.7566,868
2015-02-10_19:28:45,36.1537,-86.7189,36.2014,-86.6982,ace
2015-02-01_03:11:22,36.1787,-86.7397,36.1823,-86.6834,bd8
2015-02-21_03:18:28,36.1772,-86.7453,36.1552,-86.7287,402
2015-02-21_06:24:57,36.1711,-86.7636,36.1644,-86.701,1e0
2015-02-22_04:14:18,36.1709,-86.7455,36.1725,-86.7735,67e
2015-02-22_12:37:38,36.1644,-86.7525,36.1826,-86.6713,a00
2015-02-27_21:46:27,36.167,-86.6887,36.1492,-86.7169,1e8
2015-02-25_21:24:13,36.1767,-86.6943,36.1675,-86.6853,132
2015-02-18_06:05:58,36.1763,-86.6775,36.1821,-86.6683,43e
2015-02-23_20:20:46,36.175,-86.6749,36.1676,-86.6856,eac
2015-02-15_22:45:00,36.1789,-86.7,36.1857,-86.7106,53c
2015-02-09_21:21:18,36.1786,-86.6778,36.1673,-86.6912,570
2015-02-21_22:42:59,36.1551,-86.7292,36.1704,-86.7436,e76
2015-02-20_00:23:47,36.1669,-86.6886,36.1844,-86.6639,f06
2015-02-15_07:12:53,36.176,-86.6772,36.1673,-86.7522,734
2015-02-12_13:27:42,36.1498,-86.7413,36.15,-86.7412,dae
2015-02-27_23:53:08,36.1559,-86.7332,36.1745,-86.6766,d78
2015-02-06_14:27:17,36.1627,-86.7278,36.1733,-86.7525,75c
2015-02-02_15:02:17,36.1803,-86.7439,36.1747,-86.7666,6a8
2015-02-05_13:37:28,36.1606,-86.7738,36.1673,-86.7554,6fc
2015-02-08_04:51:47,36.1664,-86.7529,36.188,-86.708,058
2015-02-11_03:24:32,36.1875,-86.6749,36.17,-86.6813,514
2015-02-25_22:53:54,36.1777,-86.7553,36.1683,-86.7523,7b2
2015-02-01_05:08:48,36.1799,-86.6637,36.1762,-86.6771,318
2015-02-23_00:24:43,36.1688,-86.751,36.1525,-86.714,922
2015-02-20_17:42:31,36.1736,-86.7547,36.1734,-86.755,26c
2015-02-22_07:14:43,36.156,-86.7304,36.1811,-86.6878,b9e
2015-02-01_07:16:24,36.1743,-86.7342,36.1701,-86.6721,796
2015-02-01_02:00:02,36.18,-86.6578,36.1844,-86.6695,71e
2015-02-25_13:15:03,36.1625,-86.7095,36.1813,-86.7409,07a
2015-02-11_13:24:15,36.1744,-86.6743,36.1675,-86.6854,732
2015-02-21_00:59:42,36.1539,-86.7366,36.1866,-86.6753,266
2015-02-07_00:56:29,36.1671,-86.7439,36.1802,-86.7274,250
2015-02-08_03:26:31,36.1498,-86.7267,36.1541,-86.7289,e42
2015-02-14_01:57:04,36.1624,-86.7365,36.1727,-86.7544,b86
2015-02-26_23:40:13,36.1724,-86.7414,36.1726,-86.7737,ff6
2015-02-04_19:10:50,36.1675,-86.6855,36.1898,-86.6977,9e8
2015-02-07_02:40:46,36.1851,-86.683,36.1548,-86.7284,60e
2015-02-27_06:33:58,36.1676,-86.703,36.1642,-86.7288,986
2015-02-14_06:56:11,36.1562,-86.731,36.1761,-86.6735,ea4
2015-02-15_04:28:29,36.1694,-86.7483,36.1786,-86.6987,734
2015-02-27_23:56:21,36.1722,-86.6935,36.1679,-86.6802,6ea
2015-02-22_07:46:41,36.1765,-86.7332,36.1589,-86.7589,f00
2015-02-25_19:47:23,36.1785,-86.6876,36.17,-86.6891,eec
2015-02-21_02:13:51,36.1774,-86.6964,36.1655,-86.6989,c32
2015-02-18_03:00:45,36.1649,-86.7401,36.1715,-86.7504,484
2015-02-27_06:13:26,36.1675,-86.703,36.183,-86.7174,808
2015-02-16_13:50:02,36.1848,-86.683,36.1701,-86.6896,04a
2015-02-15_05:55:38,36.1557,-86.7371,36.1565,-86.7223,800
2015-02-26_14:02:14,36.1723,-86.6957,36.1672,-86.6986,7c0
2015-02-07_19:35:06,36.1675,-86.6855,36.1564,-86.6643,d60
2015-02-13_06:36:33,36.1561,-86.7318,36.1858,-86.6744,13c
2015-02-01_02:28:57,36.1672,-86.746,36.1938,-86.7062,d06
2015-02-23_02:52:22,36.1545,-86.7153,36.1559,-86.735,3e2
2015-02-21_03:02:01,36.1766,-86.7574,36.1713,-86.7629,aca
2015-02-13_05:50:43,36.1693,-86.7074,36.1755,-86.695,230
2015-02-05_05:34:13,36.1702,-86.7095,36.1775,-86.6632,ea2
2015-02-01_02:31:38,36.1781,-86.675,36.158,-86.7303,5d4
2015-02-26_14:56:36,36.1592,-86.6713,36.1641,-86.6609,fc4
2015-02-12_14:25:45,36.1665,-86.718,36.1664,-86.7044,958
2015-02-21_16:24:37,36.1553,-86.735,36.1763,-86.6774,bf0
2015-02-22_03:09:07,36.172,-86.6985,36.167,-86.7002,890
2015-02-08_09:38:14,36.1694,-86.7446,36.1742,-86.6775,d76
2015-02-08_22:34:27,36.1592,-86.6858,36.1775,-86.6628,dbe
2015-02-14_21:39:44,36.164,-86.699,36.1745,-86.6962,506
2015-02-01_08:58:35,36.1746,-86.6974,36.1709,-86.709,f56
2015-02-07_20:53:34,36.1798,-86.6845,36.1711,-86.6854,05c
2015-02-06_16:35:09,36.1737,-86.7524,36.1816,-86.7634,d2e
2015-02-22_03:40:16,36.1883,-86.7066,36.1764,-86.7331,232
2015-02-03_14:25:54,36.1706,-86.6767,36.1731,-86.752,202
2015-02-08_05:51:47,36.1744,-86.7745,36.1646,-86.6991,faa
2015-02-15_05:09:39,36.1602,-86.7646,36.1537,-86.729,87c
2015-02-13_22:51:49,36.159,-86.7631,36.1557,-86.7244,cee
2015-02-25_22:47:41,36.1557,-86.7121,36.1786,-86.6785,b30
2015-02-14_23:25:37,36.156,-86.7145,36.1669,-86.7543,81c
2015-02-20_23:10:55,36.1791,-86.7313,36.1658,-86.7409,cdc
2015-02-20_23:58:16,36.1548,-86.7158,36.1868,-86.6664,eb0
2015-02-28_20:23:03,36.166,-86.7415,36.1736,-86.7523,af4
2015-02-01_03:02:55,36.1629,-86.7382,36.1548,-86.7229,36a
2015-02-03_00:35:27,36.1689,-86.7075,36.1672,-86.7175,81e
2015-02-28_04:10:10,36.1696,-86.7508,36.1565,-86.7318,fd8
2015-02-22_00:23:16,36.1552,-86.7237,36.1718,-86.7463,ea8
2015-02-02_19:06:49,36.1673,-86.7038,36.1772,-86.6759,37c
2015-02-07_21:56:53,36.171,-86.7088,36.1703,-86.7454,034
2015-02-01_04:39:26,36.1517,-86.7151,36.1623,-86.7365,85c
